"Asset Type","Asset","Source","Harness","Last Updated UTC","Path Relative to Home","Kind","Source Relative Path"
"skills","knowledge-base-builder","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/knowledge-base-builder","directory","skills/knowledge-base-builder"
"skills","knowledge-base-help-center-stinger","user global claude","","6/18/2026 5:54:40 AM",".claude/skills/knowledge-base-help-center-stinger","directory","skills/knowledge-base-help-center-stinger"
"skills","knowledge-base-help-center-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/knowledge-base-help-center-weapon","directory",".cursor/skills/knowledge-base-help-center-weapon"
"skills","knowledge-stinger","user global claude","","6/18/2026 5:57:26 AM",".claude/skills/knowledge-stinger","directory","skills/knowledge-stinger"
"skills","knowledge-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/knowledge-stinger","directory","skills/knowledge-stinger"
"skills","knowledge-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/knowledge-stinger","directory","skills/knowledge-stinger"
"skills","knowledge-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/knowledge-stinger","directory",".claude/skills/knowledge-stinger"
"skills","knowledge-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/knowledge-stinger","directory",".agents/skills/knowledge-stinger"
"skills","knowledge-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/knowledge-stinger","directory",".cursor/skills/knowledge-stinger"
"skills","lead-harvester","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/lead-harvester","directory","skills/lead-harvester"
"skills","learning-capturer","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/learning-capturer","directory","skills/learning-capturer"
"skills","legal-docs-stinger","user global claude","","6/18/2026 5:54:40 AM",".claude/skills/legal-docs-stinger","directory","skills/legal-docs-stinger"
"skills","legal-docs-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/legal-docs-weapon","directory",".cursor/skills/legal-docs-weapon"
"skills","library-stinger","user global claude","","6/18/2026 5:57:26 AM",".claude/skills/library-stinger","directory","skills/library-stinger"
"skills","library-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/library-stinger","directory","skills/library-stinger"
"skills","library-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/library-stinger","directory","skills/library-stinger"
"skills","library-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/library-stinger","directory",".claude/skills/library-stinger"
"skills","library-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/library-stinger","directory",".agents/skills/library-stinger"
"skills","library-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/library-stinger","directory",".cursor/skills/library-stinger"
"skills","library-weapon","legion-suite cursor",".cursor","5/21/2026 12:01:13 AM","GitHub/legion-suite/.cursor/skills/library-weapon","directory",".cursor/skills/library-weapon"
"skills","lifecycle-email-stinger","vibe-coding-tools canonical",".claude","9/4/2026 4:13:31 AM","GitHub/vibe-coding-tools/.claude/skills/lifecycle-email-stinger","directory",".claude/skills/lifecycle-email-stinger"
"skills","lifecycle-email-stinger","vibe-coding-tools local agents",".agents","9/4/2026 4:13:31 AM","GitHub/vibe-coding-tools/.agents/skills/lifecycle-email-stinger","directory",".agents/skills/lifecycle-email-stinger"
"skills","lifecycle-email-stinger","user global claude","","9/5/2026 8:41:50 AM",".claude/skills/lifecycle-email-stinger","directory","skills/lifecycle-email-stinger"
"skills","lifecycle-email-stinger","vibe-coding-tools local cursor",".cursor","9/5/2026 9:53:42 AM","GitHub/vibe-coding-tools/.cursor/skills/lifecycle-email-stinger","directory",".cursor/skills/lifecycle-email-stinger"
"skills","lighthouse-pagespeed-stinger","user global claude","","6/18/2026 5:54:41 AM",".claude/skills/lighthouse-pagespeed-stinger","directory","skills/lighthouse-pagespeed-stinger"
"skills","lighthouse-pagespeed-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/lighthouse-pagespeed-stinger","directory","skills/lighthouse-pagespeed-stinger"
"skills","lighthouse-pagespeed-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/lighthouse-pagespeed-stinger","directory","skills/lighthouse-pagespeed-stinger"
"skills","lighthouse-pagespeed-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/lighthouse-pagespeed-stinger","directory",".claude/skills/lighthouse-pagespeed-stinger"
"skills","lighthouse-pagespeed-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/lighthouse-pagespeed-stinger","directory",".agents/skills/lighthouse-pagespeed-stinger"
"skills","lighthouse-pagespeed-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/lighthouse-pagespeed-stinger","directory",".cursor/skills/lighthouse-pagespeed-stinger"
"skills","lighthouse-pagespeed-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/lighthouse-pagespeed-weapon","directory",".cursor/skills/lighthouse-pagespeed-weapon"
"skills","littlebird-voice-creator","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/littlebird-voice-creator","directory","skills/littlebird-voice-creator"
"skills","live-chat-support-stinger","user global claude","","6/18/2026 5:54:41 AM",".claude/skills/live-chat-support-stinger","directory","skills/live-chat-support-stinger"
"skills","live-chat-support-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/live-chat-support-weapon","directory",".cursor/skills/live-chat-support-weapon"
"skills","lovable-audit-stinger","user global agents","","8/31/2026 6:53:56 AM",".agents/skills/lovable-audit-stinger","directory","skills/lovable-audit-stinger"
"skills","mario-voice-skill","user global codex","","8/18/2026 7:35:55 AM",".codex/skills/mario-voice-skill","directory","skills/mario-voice-skill"
"skills","markdown-mdx-content-pipeline-stinger","user global claude","","6/18/2026 5:54:41 AM",".claude/skills/markdown-mdx-content-pipeline-stinger","directory","skills/markdown-mdx-content-pipeline-stinger"
"skills","markdown-mdx-content-pipeline-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/markdown-mdx-content-pipeline-stinger","directory","skills/markdown-mdx-content-pipeline-stinger"
"skills","markdown-mdx-content-pipeline-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/markdown-mdx-content-pipeline-stinger","directory","skills/markdown-mdx-content-pipeline-stinger"
"skills","markdown-mdx-content-pipeline-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/markdown-mdx-content-pipeline-stinger","directory",".claude/skills/markdown-mdx-content-pipeline-stinger"
"skills","markdown-mdx-content-pipeline-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/markdown-mdx-content-pipeline-stinger","directory",".agents/skills/markdown-mdx-content-pipeline-stinger"
"skills","markdown-mdx-content-pipeline-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/markdown-mdx-content-pipeline-stinger","directory",".cursor/skills/markdown-mdx-content-pipeline-stinger"
"skills","markdown-mdx-content-pipeline-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/markdown-mdx-content-pipeline-weapon","directory",".cursor/skills/markdown-mdx-content-pipeline-weapon"
"skills","mcp-protocol-stinger","user global claude","","6/18/2026 12:23:45 AM",".claude/skills/mcp-protocol-stinger","directory","skills/mcp-protocol-stinger"
"skills","mcp-protocol-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/mcp-protocol-stinger","directory","skills/mcp-protocol-stinger"
"skills","mcp-protocol-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/mcp-protocol-stinger","directory","skills/mcp-protocol-stinger"
"skills","mcp-protocol-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/mcp-protocol-stinger","directory",".claude/skills/mcp-protocol-stinger"
"skills","mcp-protocol-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/mcp-protocol-stinger","directory",".agents/skills/mcp-protocol-stinger"
"skills","mcp-protocol-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/mcp-protocol-stinger","directory",".cursor/skills/mcp-protocol-stinger"
"skills","mcp-tool-docs-stinger","user global claude","","6/18/2026 12:23:45 AM",".claude/skills/mcp-tool-docs-stinger","directory","skills/mcp-tool-docs-stinger"
"skills","mcp-tool-docs-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/mcp-tool-docs-stinger","directory","skills/mcp-tool-docs-stinger"
"skills","mcp-tool-docs-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/mcp-tool-docs-stinger","directory","skills/mcp-tool-docs-stinger"
"skills","mcp-tool-docs-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/mcp-tool-docs-stinger","directory",".claude/skills/mcp-tool-docs-stinger"
"skills","mcp-tool-docs-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/mcp-tool-docs-stinger","directory",".agents/skills/mcp-tool-docs-stinger"
"skills","mcp-tool-docs-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/mcp-tool-docs-stinger","directory",".cursor/skills/mcp-tool-docs-stinger"
"skills","meeting-scribe","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/meeting-scribe","directory","skills/meeting-scribe"
"skills","mind-stinger","user global claude","","6/18/2026 5:54:41 AM",".claude/skills/mind-stinger","directory","skills/mind-stinger"
"skills","mind-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/mind-stinger","directory","skills/mind-stinger"
"skills","mind-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/mind-stinger","directory","skills/mind-stinger"
"skills","mind-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/mind-stinger","directory",".claude/skills/mind-stinger"
"skills","mind-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/mind-stinger","directory",".agents/skills/mind-stinger"
"skills","mind-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/mind-stinger","directory",".cursor/skills/mind-stinger"
"skills","mind-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/mind-weapon","directory",".cursor/skills/mind-weapon"
"skills","modal-toast-dialog-stinger","user global claude","","6/18/2026 5:54:41 AM",".claude/skills/modal-toast-dialog-stinger","directory","skills/modal-toast-dialog-stinger"
"skills","modal-toast-dialog-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/modal-toast-dialog-stinger","directory","skills/modal-toast-dialog-stinger"
"skills","modal-toast-dialog-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/modal-toast-dialog-stinger","directory","skills/modal-toast-dialog-stinger"
"skills","modal-toast-dialog-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/modal-toast-dialog-stinger","directory",".claude/skills/modal-toast-dialog-stinger"
"skills","modal-toast-dialog-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/modal-toast-dialog-stinger","directory",".agents/skills/modal-toast-dialog-stinger"
"skills","modal-toast-dialog-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/modal-toast-dialog-stinger","directory",".cursor/skills/modal-toast-dialog-stinger"
"skills","modal-toast-dialog-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/modal-toast-dialog-weapon","directory",".cursor/skills/modal-toast-dialog-weapon"
"skills","money-leak-auditor","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/money-leak-auditor","directory","skills/money-leak-auditor"
"skills","natural-photography-stinger","user global codex","","8/18/2026 2:21:14 AM",".codex/skills/natural-photography-stinger","directory","skills/natural-photography-stinger"
"skills","neon-drizzle-stinger","user global cursor","","8/17/2026 5:13:52 AM",".cursor/skills/neon-drizzle-stinger","directory","skills/neon-drizzle-stinger"
"skills","neon-drizzle-stinger","user global agents","","8/17/2026 5:14:03 AM",".agents/skills/neon-drizzle-stinger","directory","skills/neon-drizzle-stinger"
"skills","neon-drizzle-stinger","user global claude","","8/17/2026 5:14:12 AM",".claude/skills/neon-drizzle-stinger","directory","skills/neon-drizzle-stinger"
"skills","neon-drizzle-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/neon-drizzle-stinger","directory",".claude/skills/neon-drizzle-stinger"
"skills","neon-drizzle-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/neon-drizzle-stinger","directory",".agents/skills/neon-drizzle-stinger"
"skills","neon-drizzle-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/neon-drizzle-stinger","directory",".cursor/skills/neon-drizzle-stinger"
"skills","newsletter-platform-stinger","user global claude","","6/18/2026 5:54:41 AM",".claude/skills/newsletter-platform-stinger","directory","skills/newsletter-platform-stinger"
"skills","newsletter-platform-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/newsletter-platform-weapon","directory",".cursor/skills/newsletter-platform-weapon"
"skills","okr-goal-setting-stinger","user global claude","","6/18/2026 5:54:41 AM",".claude/skills/okr-goal-setting-stinger","directory","skills/okr-goal-setting-stinger"
"skills","okr-goal-setting-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:55 PM","GitHub/legion-suite/.cursor/skills/okr-goal-setting-weapon","directory",".cursor/skills/okr-goal-setting-weapon"
"skills","osint-investigator","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/osint-investigator","directory","skills/osint-investigator"
"skills","payments-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/payments-stinger","directory","skills/payments-stinger"
"skills","payments-stinger","user global agents","","8/17/2026 5:14:03 AM",".agents/skills/payments-stinger","directory","skills/payments-stinger"
"skills","payments-stinger","user global claude","","8/17/2026 5:14:12 AM",".claude/skills/payments-stinger","directory","skills/payments-stinger"
"skills","payments-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/payments-stinger","directory",".claude/skills/payments-stinger"
"skills","payments-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/payments-stinger","directory",".agents/skills/payments-stinger"
"skills","payments-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/payments-stinger","directory",".cursor/skills/payments-stinger"
"skills","payments-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/payments-weapon","directory",".cursor/skills/payments-weapon"
"skills","posthog-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/posthog-stinger","directory","skills/posthog-stinger"
"skills","posthog-stinger","user global agents","","8/17/2026 5:14:04 AM",".agents/skills/posthog-stinger","directory","skills/posthog-stinger"
"skills","posthog-stinger","user global claude","","8/17/2026 5:14:12 AM",".claude/skills/posthog-stinger","directory","skills/posthog-stinger"
"skills","posthog-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/posthog-stinger","directory",".claude/skills/posthog-stinger"
"skills","posthog-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/posthog-stinger","directory",".agents/skills/posthog-stinger"
"skills","posthog-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/posthog-stinger","directory",".cursor/skills/posthog-stinger"
"skills","pre-call-prep","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/pre-call-prep","directory","skills/pre-call-prep"
"skills","preact-stinger","user global claude","","6/18/2026 5:54:42 AM",".claude/skills/preact-stinger","directory","skills/preact-stinger"
"skills","preact-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/preact-stinger","directory","skills/preact-stinger"
"skills","preact-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/preact-stinger","directory","skills/preact-stinger"
"skills","preact-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/preact-stinger","directory",".claude/skills/preact-stinger"
"skills","preact-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/preact-stinger","directory",".agents/skills/preact-stinger"
"skills","preact-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/preact-stinger","directory",".cursor/skills/preact-stinger"
"skills","preact-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/preact-weapon","directory",".cursor/skills/preact-weapon"
"skills","product-feedback-roadmap-stinger","user global claude","","6/18/2026 5:54:42 AM",".claude/skills/product-feedback-roadmap-stinger","directory","skills/product-feedback-roadmap-stinger"
"skills","product-feedback-roadmap-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/product-feedback-roadmap-weapon","directory",".cursor/skills/product-feedback-roadmap-weapon"
"skills","product-tour-onboarding-ui-stinger","user global claude","","6/18/2026 5:54:42 AM",".claude/skills/product-tour-onboarding-ui-stinger","directory","skills/product-tour-onboarding-ui-stinger"
"skills","product-tour-onboarding-ui-stinger","user global agents","","8/14/2026 11:10:34 AM",".agents/skills/product-tour-onboarding-ui-stinger","directory","skills/product-tour-onboarding-ui-stinger"
"skills","product-tour-onboarding-ui-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/product-tour-onboarding-ui-stinger","directory","skills/product-tour-onboarding-ui-stinger"
"skills","product-tour-onboarding-ui-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/product-tour-onboarding-ui-stinger","directory",".claude/skills/product-tour-onboarding-ui-stinger"
"skills","product-tour-onboarding-ui-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/product-tour-onboarding-ui-stinger","directory",".agents/skills/product-tour-onboarding-ui-stinger"
"skills","product-tour-onboarding-ui-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/product-tour-onboarding-ui-stinger","directory",".cursor/skills/product-tour-onboarding-ui-stinger"
"skills","product-tour-onboarding-ui-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/product-tour-onboarding-ui-weapon","directory",".cursor/skills/product-tour-onboarding-ui-weapon"
"skills","python-stinger","user global claude","","6/18/2026 5:54:42 AM",".claude/skills/python-stinger","directory","skills/python-stinger"
"skills","python-stinger","user global agents","","8/14/2026 11:10:35 AM",".agents/skills/python-stinger","directory","skills/python-stinger"
"skills","python-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/python-stinger","directory","skills/python-stinger"
"skills","python-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/python-stinger","directory",".claude/skills/python-stinger"
"skills","python-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/python-stinger","directory",".agents/skills/python-stinger"
"skills","python-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/python-stinger","directory",".cursor/skills/python-stinger"
"skills","python-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/python-weapon","directory",".cursor/skills/python-weapon"
"skills","quality-stinger","user global claude","","6/18/2026 5:57:26 AM",".claude/skills/quality-stinger","directory","skills/quality-stinger"
"skills","quality-stinger","user global agents","","8/14/2026 11:10:35 AM",".agents/skills/quality-stinger","directory","skills/quality-stinger"
"skills","quality-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/quality-stinger","directory","skills/quality-stinger"
"skills","quality-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/quality-stinger","directory",".claude/skills/quality-stinger"
"skills","quality-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/quality-stinger","directory",".agents/skills/quality-stinger"
"skills","quality-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/quality-stinger","directory",".cursor/skills/quality-stinger"
"skills","quality-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/quality-weapon","directory",".cursor/skills/quality-weapon"
"skills","queen-bee-stinger","user global agents","","8/14/2026 11:10:35 AM",".agents/skills/queen-bee-stinger","directory","skills/queen-bee-stinger"
"skills","queen-bee-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/queen-bee-stinger","directory","skills/queen-bee-stinger"
"skills","queen-bee-stinger","user global claude","","8/17/2026 5:14:13 AM",".claude/skills/queen-bee-stinger","directory","skills/queen-bee-stinger"
"skills","queen-bee-stinger","vibe-coding-tools canonical",".claude","9/5/2026 8:53:32 AM","GitHub/vibe-coding-tools/.claude/skills/queen-bee-stinger","directory",".claude/skills/queen-bee-stinger"
"skills","queen-bee-stinger","vibe-coding-tools local agents",".agents","9/5/2026 8:53:32 AM","GitHub/vibe-coding-tools/.agents/skills/queen-bee-stinger","directory",".agents/skills/queen-bee-stinger"
"skills","queen-bee-stinger","vibe-coding-tools local cursor",".cursor","9/5/2026 8:53:32 AM","GitHub/vibe-coding-tools/.cursor/skills/queen-bee-stinger","directory",".cursor/skills/queen-bee-stinger"
"skills","react-stinger","user global claude","","6/18/2026 5:54:42 AM",".claude/skills/react-stinger","directory","skills/react-stinger"
"skills","react-stinger","user global agents","","8/14/2026 11:10:35 AM",".agents/skills/react-stinger","directory","skills/react-stinger"
"skills","react-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/react-stinger","directory","skills/react-stinger"
"skills","react-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/react-stinger","directory",".claude/skills/react-stinger"
"skills","react-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/react-stinger","directory",".agents/skills/react-stinger"
"skills","react-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/react-stinger","directory",".cursor/skills/react-stinger"
"skills","react-to-svelte-stinger","user global agents","","9/4/2026 10:57:51 PM",".agents/skills/react-to-svelte-stinger","directory","skills/react-to-svelte-stinger"
"skills","react-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/react-weapon","directory",".cursor/skills/react-weapon"
"skills","readme-writing-stinger","user global claude","","6/18/2026 5:57:26 AM",".claude/skills/readme-writing-stinger","directory","skills/readme-writing-stinger"
"skills","readme-writing-stinger","user global agents","","8/14/2026 11:10:35 AM",".agents/skills/readme-writing-stinger","directory","skills/readme-writing-stinger"
"skills","readme-writing-stinger","user global cursor","","8/17/2026 5:13:53 AM",".cursor/skills/readme-writing-stinger","directory","skills/readme-writing-stinger"
"skills","readme-writing-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/readme-writing-stinger","directory",".claude/skills/readme-writing-stinger"
"skills","readme-writing-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/readme-writing-stinger","directory",".agents/skills/readme-writing-stinger"
"skills","readme-writing-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/readme-writing-stinger","directory",".cursor/skills/readme-writing-stinger"
"skills","readme-writing-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:56 PM","GitHub/legion-suite/.cursor/skills/readme-writing-weapon","directory",".cursor/skills/readme-writing-weapon"
"skills","renewal-sentinel","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/renewal-sentinel","directory","skills/renewal-sentinel"
"skills","research-synthesizer","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/research-synthesizer","directory","skills/research-synthesizer"
"skills","retrieval-stinger","user global claude","","6/18/2026 12:23:46 AM",".claude/skills/retrieval-stinger","directory","skills/retrieval-stinger"
"skills","retrieval-stinger","user global agents","","8/14/2026 11:10:35 AM",".agents/skills/retrieval-stinger","directory","skills/retrieval-stinger"
"skills","retrieval-stinger","user global cursor","","8/17/2026 5:13:54 AM",".cursor/skills/retrieval-stinger","directory","skills/retrieval-stinger"
"skills","retrieval-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/retrieval-stinger","directory",".claude/skills/retrieval-stinger"
"skills","retrieval-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/retrieval-stinger","directory",".agents/skills/retrieval-stinger"
"skills","retrieval-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/retrieval-stinger","directory",".cursor/skills/retrieval-stinger"
"skills","retrospective-stinger","user global claude","","6/18/2026 5:54:42 AM",".claude/skills/retrospective-stinger","directory","skills/retrospective-stinger"
"skills","retrospective-stinger","user global agents","","8/14/2026 11:10:35 AM",".agents/skills/retrospective-stinger","directory","skills/retrospective-stinger"
"skills","retrospective-stinger","user global cursor","","8/17/2026 5:13:54 AM",".cursor/skills/retrospective-stinger","directory","skills/retrospective-stinger"
"skills","retrospective-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/retrospective-stinger","directory",".claude/skills/retrospective-stinger"
